1,"4 Pa

Moses Lake # Moses Lake

Othello City Center
CP a) a",2
2,"THE ORIGINAL
ERIE, GANAL

CContinued from other side)
ee

hand dug with pickaxe and shovel.
the sides covered with stones.

shared a keg
reached their daily goal. Governor
the canal October 26. 1825
kegs of Lake Erie water to the
City for a symbolic ~ wedding
in May !825. Later
tons

The canal was
lined with clay and

Workers received 8O cents per day and

of whiskey if they
Clinton dedicated

Or Stes
He carried two
Atlantic Ocean at NY
of the waters. This section opened
enlarged to 78 feet wide it carried 4.6 million
in its peak year. Packet boats held up to 100 passengers.
Lee . OF TONAWANDA COs = A -THE c b T",2
3,"* Beaver lake
* Trail

East Loop - .63mi Straight -.13mi West Loop - .32mi

c Total - 1.44mi ox

Coleman Fowler Troop 94 Engle Project 2008",2
4,"nI/3 FOR
4 Pa Bs Su Dapp",2
5,,2
6,,2
7,"DANGSROUS
SHOREGREAX

STRONG
CURGEN",2
8,"GOVT OF THE PUNJAB
SMALL DAMS ORGANIZATION
CHAKWAL DAMS DIVISION CHAKWAL

©

CATCHMENT AREA 18,60 Sq km
STREAM SOAJ WOLLAH LOCATION LEFT SIDE OF MAINDAM,
TYPE OPEN CHANNEL
TYPE OF DAM ZONE TYPE EARTH FILL DAM SPILL LEVEL RL 2045.00 FEET
LENGTH OF DAM 800.00 FEET CLEAR WATER WAY 400.00 FEET
MAXIMUM HEIGHT OF DAM 128.50 FEET LENGTH OF SPILIWAY CHANNEL 1750.00 FEET
WIDTH AT TOP OF DAM 20.00 FEET CAPACITY OF SPILLWAY 3943,00 CIUSECS
TOP LEVEL OF DAM RL. 2056.00 FEET
HIGH FLOOD LEVEL RL. 2054.00 FEET TYPE GRAVITY
NORMAL POND LEVEL QL 2045.00 FEET ENGTH OF MAIN CHANNEL 21500.00 FEET
DEAD STORAGE LEVEL RL. 2025.00 FEET LENGTH OF THOA HAMAYUN 12300.00 FEET
GROSS STORAGE CAPACITY 5921.00 AFT CAPACITY OF SYSTEM 16.00 CUSECS
LIVE STORAGE CAPACITY 2106.00 AFT CCA 4803.00 — ACRES
DEAD STORAGE CAPACITY 3815.00 AFT CROPPING INTENSITY 420%
POND AREA AT NPL 120.00 ACRES
BD AREA AT 0.S.L 94,00 ACRES",2
9,"ie NwA gt) 4 ps EL re ts
AS, oN “ pry OD ee ane: vs
PRR ake reo Kean ns

 
 
 

f +. wah, Page
A

KILLEN AND THE CANAL SYSTEM

 

wo Hundred feet from where you are

in 40 feet of water, are the remains

of Lock Six, the headquarters for a
locking system of 9 locks that Oe Buhay

ecVATOR TOC M eT TCR EY CMM WRT ater

The improvements of the new PL were
helpful but were not totally satisfactory.
Hu ECON melee eo hts OES
1918) of the canal operation, technological

developments were made to use the Ws io
erie t orks

electricity. The

 

fall of 136 feet in about 37 miles prevented an

easy flow of commerce from the FYI ELe TET drop in elevation

area to the interior of the country. Early in our of the Tennessee

history from President James Monroe bance ev iom em ucts

most all of our leaders recognized that the an asset. Electrical

SEC COE Bull omlse toa Cnet atts tents BP ecaoncles
= generated in the

growth. In 1824 surveys were conducted and
resulted in the construction of a canal SAS a0}
which opened in 1836. The system included
17 locks, 120 feet long and 32 feet wide. Rains
and floods washed debris into the canals, The
control of the inflowing creeks into the SAS ott]
and the lack of maintenance funds forced the
canal to close in 1838. After the Civil Ave ,
Sarah EVO ME ste surveys of the Shoalsarea were
conducted to detamine
UH Mme ere
canal. The Army Corps of
dS To eR EB MCT EA) @
a new canal construction.
Most of the stones forthe
construction came from

the Brooks Plantation, now
Brooks Acres and Saddle
ee — <=="" Brook. The new canal was
widened and the locks were reduced to 9, with Lock Six at the
WTEC Eee CMM Wilco tec uC B tn oem Me else m
the Muscle Shoals Canal. Among them was Lt. G.W, CTE
Eloy Lt for building the Panama Canal, The canal ran for
14 % miles from Lock One near Rogersville to Lock Nine near

Shoals area. Improvements in flood control

Ete RscoVib mince BEN Atte RCH a
additional assets for the high dam construction.
The Wilson dam was built, and by 1924 the
entire canal system was flooded by the lake

orate M mts
dam’s backwater. Before the water
covered the locks, all the buildings
were demolished. Lumber from the
dismantled buildings was used in
some of the houses built in Killen in
the early 1920s. From the era of the
Canal, all that remains are the drill ets

marks on the rock cliffs along the :
: north side of the river. When there is

a dry year and the water elevation is
low, tops of a few canal walls can be
seen. Those who built the canal and
the heritage they left for us will be
remembered and appreciated.

 

Florence. The 9 locks had a lift
total of 85 feet. An aqueduct 900
feet long and 60 feet wide was
built above Shoal Creek. The
canal opened on November 10,
1890. The Headquarters of Lock

Sai Le Mt anttiCevtm Tita mon
the development and growth of Killen. Many of the workers and
Mee) eM INK D Mette GI rio

The headquarters area featured fine
two-story homes, a post office, a
store, and about 40 other assorted
buildings. The locks were equipped
with a telephone and a railroad.
The locomotive #5 is still under the
ZC

  

  
 
 
 
 
   

   

Written by: William and Marilyn Dean and Ronald Petus.
Pe De Cb ie he wad)

 

i , 2 i AKA Ny
eT : , ee s
Ue RAS SOT bag \\
3 iy Cenk
F he ™ \
GOP mtu 0 . fi
fi Ast) : z
, nr * = % i =
Cd ~~",2
10,"av
c
=
a
>
@
£
VP)",2
11,"Se
a

|
4

:
U.S. Department of the Interior ~

DEADLY RIVE

People drown in this river every year!

Many victims fall in accidentally. jLa gente se ahoga en este rio cada anol

Rocks by the river are slippery.
Currents are strong, especially in spring.

Muchas gentes se caen accidentalmente.
Las rocas junto al rio son muy resbalosas.
La corriente es fuerte, especialmente er:

la primavera.

Never swim or play by the river alone.
Stay away from the river if you have
been drinking alcohol.

Nunca nade o juegue cerca del rio
estando solo. Manténgase alejado del

rio si Ud. ha consumido alcohol.

.

IE SOMEONE FALLSIN:,..,.._. ~_- IF THE CURRENT CATCHES YOU:

9 peer oe na =
Reach for them from a safe place. © = ~~ Swim diagonally toward’shore.
Throw a rope or something that floats... © ="" If headed toward ’rapids, float with your

feet pointed downstream.

? ; a ee oe)

rcTeR ie aL: NE ce ee

Py hea ta) LA-CORRIENTE LO AGARRA:
BW EY EXCEL eae) usa LLC

Si Ud. es Ilevado hacia los rapidos,

flote con los pies apuntando rio abajo.

Trate de alcanzarlos desde un lugar seguro. a
Lance una cuerda o algo que flote.
Busque ayuda. .",2
12,,2
13,"+ AGF i... ee | 4
‘J od Me _
‘ Me . FP et ; -4 nd Pe
° eo >

 
  
  

pu = ate

Dhuatas PEAT a

rae oe aes

  

oa [0

= wba dae ct i ice inal
- ae

  
   

=—_ :

wna
' eh
ym -",2
14,,2
15,"~ Welcom elcome To""
RHODERG |

* Te Ocean State

ae",2
16,"4 Hoover
Dam

| \",2
17,"‘ENTERING:

SUMTER
melo l 0] \ na ae

Tir.",2
18,,2
19,,2
20,"4 ’
Rte a. wc

sort vee
se Gi. Ti oy rT 7 ‘

J

x

Mos Se: Om A ;
oe See ry - ade

& The Lake Peepal Tree es

FET ness cee Soni Cia ance ere i LL
community. | am standing on the walkway of Sukhna lake from last 150 years
BE uncial an co mUCRern oie Ci muel erreur cere kT) an
FL Hata ele) ean Maelo eel el Lae eo (0) Om MeV oem ace ROL ea Reda
spreading branches. People relax around my trunk of approximately 20 feet, share their
ee AEE CO nee seCa mul mccscuel ick cel cms COnCm uric
1 Se Uae RRR ORL ORS Te) CCM CRU MTT)
Sector-9 where you will get to know about three more heritage trees.

For more technical information about my family, Please scan the QR code.

a oo} ett ee Ee Meee
miele ee ™ eA er Ue USEC NTO) a) y f
Fy ss y re

  
 
  
 
 
 
 
 
 
 
 
  
 
 

        
   
  

Ale. 04",2
21,,2
22,,2
23,,2
24,"i -
A RS",2
25,,2
26,"EE} alamy stock photo

BR a tcel yc ai

Sy

COUNCIL LIFEGUARD OPERATIONS SUPPORTED BY

B27P69
www.alamy.com",2
27,"———-
Pe le

— ~

——

SE erleeay",2
28,"Phochu River Rafting (Male River):

- Distance : 10-14 kms.
Saath cla cic- (eles yard
PFD / Helmets / Footwear
e AY Come east are Rac
- Duration Pee gt
pot sto) mnd tot as terrae CL No kids

Contact Person:

Mob +975-17496467 / 16917667

acl} 4¥975-2584545

trent raftingbhutan@gmail.com
Web www.raftingbhutan.com
Government Rafting License no. chivas

© dreamstime.com

erential k cml

Distance pt Ca

RiverGrade : 1-2

Safety : PFD/Helmets / Footwear

itlig :  NRS, 16Fts Self Bailing Rafts

Duration en

Forwhom : _ Kids / Senior Citizens PASC e)
eae ee

Recognized by : Tourism Council of Bhakiy
alee
Lonely Planet

 

ID 126242357 © Fatema7864",2
29,"“fi

(DRINKING WATER POND) —
BSA ATM SAG SET Aa fae,
(Bathing Washing Strictly Prohibited)
Madhusudan kati Krishak K alayan Samily",2
30,,2
31,"Oss yas

a

Te |

<F
a Nod

A

uN

:

%

bres)

res
7m

Hey

a nT 4

F. Nathor ""oe

at,
it)

4,

a MY.

s

ha

a

 

EE} alamy stock photo",2
32,"KERALA STATE ELECTRICITY BOARD LIMITED
KSZEB

eaopeniay podaus
Sabarigiri Hydro Electric Project

ANATHODE FLANKING DAM
Salient Features",2
33,"NO SWIMMING
NO FISHING

 

ae , ab
i vee
= 3. VMN UC",2
34,"pecs OGaNey “A (1020 MW) ©

Contract PacKage: C~1 |

® CONSTRUCTION OF DIVERSION TUNNEL. DAM. INTAKE. #7 aaroede
DESILTING ARRANGEMENT INCLUDING

HYDRO MECHANICAL WORKS AND HIGHWAY TUNNEL ,, i

DREAM 100 BI

CLIENT : PUNATSANGCHHU-II HYDROELECTRIC PROJECT AUTHORITY
CONTRACTOR _ : JAIPRAKASH ASSOCIATES LTD.

DATE OF START ‘JULY 25.2011
COMPLETION PERIOD :66 MONTHS

DATE OF COMPLETION : JANUARY 24.2017

Corporate Office: | Site Office:

JaipraKash Associates Ltd. Ne JaipraKash Associates Ltd.
Sector 128. Noida Punatsangchfit ll Hydroelectric Project
Dist:Gautam Budh Nagar Contract PacKage: C-1

Uttar Pradesh ee Baychhu. Wangdue
India . Bhutan
Phone No:+91(120)2470800,4609 Phone No:+975(02) 471066",2
35,"Apond is a small area of still, fresh water.
It is different from a river or a stream because it does not
have moving water and it differs from a lake because it has a
smaller area and is not as deep. Some ponds are formed
naturally, filled either by an underwater spring, or by rain-
water . Other ponds are man-made, such as the one you see
here. Although you may not notice it at first, a pond contains rs he)
a big variety of both plant and animal life. Kingfisher

y is noted
its short

adults may

ily is food to fish and other

Solar-Powered ater a A swarm of mayflies is

quality

Aerator

 

¢ mayfly does not

down prope! ) Diving Beetle
s which it uses z
appear greenish black
under certain light
5 conditions.
them with its poisonous

lands.

Dict: It is a preda

on flies,

Habitat: Ponds, ditch: with pk near a poad. After breedin;

Dict; Tadpoles, small fish and in
Both in
adult fo

jous cater, but in

small fish

ing the

s, ants and butterflies

matter",2
36,"Bee her Bn i)
auch
% uo
Mo ©
A 2
Aa
aa

lr You See A Person in Distress

@ DONOT ATTEMPT RESCUE!O
Direct them to craw! to dry sand OR

tones Sa

swim out past the breaking

(i) Call 9-1-1

L¥ D0 not lose sight of the person. Wait for.
w rescue personnel. ‘
wey

eal
BAND -
rear B00 1402S B. ive BY
7 equ yom ond OU
Monasteey is an ADVANCED Dive S88
«The waves are saronger fuan thay Foe

WASH

ise children at all Genes

~ Enter at the extreme eds

ba Kon waves ae

eh tt « Don't play tag wid weve? 7- Plan ¥ acne 30d ave YO

om = WHEN IN COUBT, CONT ht
ELPICALL 9-1-4

+ Newer “urns YO
+ Sic, ove erns

pon'T ATTEMPT RESCUE - GET H

EE} alamy stock photo _",2
37,,2
38,,2
39,,2
40,"he RIVER |
Se

| THE LONGEST RIVERS,
Ee ava",2
41,,2
42,"Louis JI. Gate & Son. Inc.

GERD hole Cider Mill began here in 1868 QD",2
43,"5
Lil
ra
7%
=
oO

FEE REQUIRED

ba? |

RECRE",2
44,www. = com - MMJAGB,2
45,"ne eer
Wet inci Ral Cae
|

BTA
HOT WATER SPRINGS
AARAVALI",2
46,"GILLIES LAKE
oo atsaV- VB L@)
VN at",2
47,,2
48,,2
49,"(wa)

Alice Springs 130
Pye 1620

 

cSt esd",2
50,"PW a aed
Pete oars

‘]
|B palit

  

 

alamy stock photo",2
51,"PLEASE DO oT THROW
ANYTHING OR ANYBODY
INTO THE FISH POND",2
52,"oe gee
=

/

water & sanitation

 

Department:
Water and Sanitation :
REPUBLIC OF SOUTH AFRICA

‘DRIEKLOOF DAM.

Completed? 1979

Purpose: Hydro-Electric

Wall Type: Rockfill

Wall Height: 47 metres

Capacity: 35 600 cubic metres
River/Watercourse: Nuwejaars Spruit

 

WATER IS LIFE - SANITATION IS DIGNITY Toll-Free 0800 200 200 www.dws.gov.za

ASV LaF .
PE

E} al",2
53,"eT
red ens",2
54,"BOAT CLUB fim
DHOM- DAM",2
55,,2
56,"River Flow Gauging Station

SASA

.
ae No
Paar | diving
®
: OS
~~ Ne
nf , : se ars VOLE Sas cess b Sede A TAGE pa nw Te “
at ‘ x y . PSs i ENS i Ica y: ORY > poo

 

 

: =

a alamy stock photo",2
57,"National Park

|

 

E} alamy stock photo eae",2
